,流水號,國字,審定音,詞例,限讀說明,通假說明,備注
2,1162,撇,1.ㄆ｜ㄝ\n2.ㄆ｜ㄝˇ,1.撇下、撇\n棄、撇清、\n撇開不談\n2.八字還沒\n一撇、撇嘴,,,ㄆ｜ㄝˇ音\n只用於「撇\n嘴」、「一撇」\n二義，餘義皆\n讀ㄆ｜ㄝ。
3,*1163,撤,ㄔㄜˋ,,,,
4,1164,撞,ㄓㄨㄤˋ,,,,
5,1165,撈,1.ㄌㄠ\n2.ㄌㄠˊ\n(限讀),1.撈取、撈麵,2.限於「撈什\n子」一詞音\nㄌㄠˊ。,,
6,1166,撥,ㄅㄛ,撥雲見日、撥\n款、撥弦,,,
7,1167,撜,1.ㄓㄥˇ\n2.ㄔㄥˊ,1.「子路撜\n溺。」（淮\n南子‧齊俗）\n2.「豈此俎豆\n古，不為手\n所撜。」\n（唐‧韓\n愈‧昌黎集\n二十一‧石\n鼎聯句）,,,
8,1168,撏,ㄒㄩㄣˊ,,,,
9,*1169,撰,ㄓㄨㄢˋ,,,,
10,1170,撓,ㄋㄠˊ,,,,
11,*1171,撖,ㄍㄢˇ,,,,
12,1172,撢,ㄉㄢˇ,撢灰塵、雞毛\n撢子,,通「探」時，\n音ㄊㄢˋ。,
13,1173,撕,1.ㄙ\n2.ㄒ｜\n(限讀),1.撕毀、撕\n開、撕破臉,2.限於「提\n撕」一詞音\nㄒ｜。,,
0,1174,撗,ㄍㄨㄤˋ,,,,
1,1175,撒,1.ㄙㄚ\n2.ㄙㄚˇ,1.撒謊、撒\n野、撒手不\n管、撒旦\n2.撒了一地,,,
2,1176,撅,ㄐㄩㄝ,,,,
3,1177,撩,ㄌ｜ㄠˊ,,,,
4,1178,撮,ㄘㄨㄛˋ,,,,
5,1179,撣,1.ㄉㄢˇ\n2.ㄕㄢˋ\n(限讀),1.撣子、撣撣,2.限於「撣\n族」（民族\n名）一詞音\nㄕㄢˋ。,,
6,1180,撲,ㄆㄨ,,,,
7,1181,播,ㄅㄛˋ,,,,
8,1182,撬,ㄑ｜ㄠˋ,,,,
9,*1183,撫,ㄈㄨˇ,,,,
10,1184,撟,ㄐ｜ㄠˇ,,,,
11,1185,擘,ㄅㄛˋ,,,,
12,*1186,擊,ㄐ｜ˊ,,,,
13,1187,擁,ㄩㄥ,,,,
14,1188,擂,ㄌㄟˊ,,,,一般「擂臺」\n讀ㄌㄟˋ，然\n僅有此詞\n例，且義亦無\n別，故通讀陽\n平。
15,1189,擋,1.ㄉㄤˋ\n2.ㄉㄤˇ,1.摒擋\n2.排擋、阻擋,,,
16,1190,操,ㄘㄠ,,,,
17,*1191,據,ㄐㄩˋ,,,,
18,1192,擄,ㄌㄨˇ,,,,
19,*1193,擖,ㄍㄜˊ,,,,
20,*1194,擏,ㄑ｜ㄥˊ,,,,
0,1195,擇,ㄗㄜˊ,,,,
1,*1196,擐,ㄏㄨㄢˋ,,,,
2,1197,擉,ㄔㄨˋ,,,,
3,1198,擔,1.ㄉㄢ\n2.ㄉㄢˋ,1.負擔、擔擱\n2.扁擔、重擔,,,
4,*1199,撿,ㄐ｜ㄢˇ,,,,
5,1200,擰,1.ㄋ｜ㄥˇ\n2.ㄋ｜ㄥˋ,1.擰乾、擰\n開、「弄擰\n了！」\n2.擰脾氣、擰\n性、擰種,,,
6,1201,擠,ㄐ｜ˇ,,,,
7,1202,擩,ㄖㄨˋ,,,,
8,1203,擭,ㄏㄨㄛˋ,,,,
9,1204,擿,ㄊ｜ˋ,擿出、擿問罪\n犯,,通「擲」時，\n音ㄓˊ。,
10,1205,擲,ㄓˊ,,,,
11,1206,擷,ㄐ｜ㄝˊ,,,,
12,1207,擻,ㄙㄡˇ,,,,
13,1208,攄,ㄕㄨ,,,,
14,1209,擽,ㄌㄩㄝˋ,,,,
15,*1210,擸,ㄌㄚˋ,,,,
16,1211,攏,ㄌㄨㄥˇ,,,,
17,*1212,攉,ㄏㄨㄛˋ,,,,
18,1213,攌,ㄏㄢˋ,,,,
19,1214,攘,ㄖㄤˊ,,,,
20,1215,攕,ㄒ｜ㄢ,,,,
21,*1216,攙,ㄔㄢ,,,,
22,1217,攛,ㄘㄨㄢ,,,,
0,1218,攝,1.ㄕㄜˋ\n2.ㄋ｜ㄝˋ,1.攝取、攝\n政、統攝、\n「沛公起，\n攝衣謝食。」\n（史記‧高\n祖本記）\n2.「天下攝\n然，人安其\n生。」（漢\n書‧嚴助傳）,,,
1,1219,攜,ㄒ｜,,,,
2,1220,攣,ㄌㄨㄢˊ,,,,ㄌㄩㄢˊ較\n難發音，且\n「孿」亦取\nㄌㄨㄢˊ，依\n今日口語及\n大陸資料取\nㄌㄨㄢˊ。
3,1221,攡,ㄌ｜ˊ,,,,
4,1222,攠,ㄇ｜ˊ,,,,
5,1223,攢,1.ㄗㄢˇ\n2.ㄘㄨㄢˊ,1.積攢\n2.攢眉、萬頭\n攢動,,,
6,1224,攩,ㄊㄤˇ,,,,
7,1225,攪,ㄐ｜ㄠˇ,攪拌、攪和、\n攪亂、打攪,,,
8,1226,,ㄆㄨ,,,,
9,*1227,收,ㄕㄡ,,,,
10,1228,攸,｜ㄡ,,,,
0,1229,放,1.ㄈㄤˋ\n2.ㄈㄤˇ,1.放棄、放\n牛、放大、\n放假、放\n逐、百花齊\n放\n2.「放於利而\n行。」（論\n語‧里仁）,,,
1,1230,攽,ㄅ｜ㄣ,「攽，分也。」\n（說文）,,通「頒」時，\n音ㄅㄢ。,
2,*1231,政,ㄓㄥˋ,,,,
3,1232,敖,ㄠˊ,「嘉賓式燕\n以敖。」（詩\n經‧小雅‧鹿\n鳴）、姓（顓\n頊帝之師太\n敖之後）,,通「傲」時，\n音ㄠˋ。,
4,1233,教,1.ㄐ｜ㄠˋ\n2.ㄐ｜ㄠ,1.佛教、教\n唆、教育、\n教材、教\n法、諄諄教\n誨、因材施\n教、教學、\n教學相長、\n教學研討會\n2.教學生、教\n書匠,,,文言「教」\nㄐ｜ㄠ、\nㄐ｜ㄠˋ二\n音皆存，\nㄐ｜ㄠˋ音\n具名、動詞\n性。
5,1234,敦,1.ㄉㄨㄣ\n2.ㄉㄨㄟˋ,1.敦煌、敦品\n勵學、敦親\n睦鄰、敦\n厚、敦請\n2.敦槃（銅器\n名）,,,
0,1235,散,1.ㄙㄢˋ\n2.ㄙㄢˇ,1.分散、散\n播、散熱、\n散步\n2.丸散、廣陵\n散（琴曲\n名）、散文、\n一盤散沙,,,除名詞與內\n部組織不緊\n密義，音\nㄙㄢˇ，餘義\n音ㄙㄢˋ。
1,1236,敤,ㄎㄜˇ,,,,
2,1237,敺,ㄑㄩ,「為湯、武敺\n民者，桀與紂\n也。」（孟\n子‧離婁上）,,通「毆」時，\n音ㄡ。,
3,1238,敶,1.ㄓㄣˋ\n2.ㄔㄣˊ,1.同「陣」\n2.同「陳」,,,
4,1239,數,1.ㄕㄨˋ\n2.ㄕㄨˇ\n3.ㄕㄨㄛˋ\n4.ㄘㄨˋ\n(限讀)\n5.ㄙㄨˋ\n(限讀),1.數目、數學\n2.數來寶、數\n落\n3.數見不\n鮮、數數來\n訪,4.限於「數\n罟」一詞音\nㄘㄨˋ。\n5.限於「數珠\n兒」一詞音\nㄙㄨˋ。,,
5,1240,斁,1.｜ˋ\n2.ㄉㄨˋ,1.「服之無\n斁。」（詩\n經‧周南‧\n葛覃）、「庸\n鼓有斁。」\n（詩經‧商\n頌‧那）\n2.「不得其\n人，則大職\n墮斁。」（漢\n書‧薛宣傳）,,,
6,1241,斂,ㄌ｜ㄢˋ,,,,
7,*1242,斄,ㄊㄞ,,,,
0,1243,文,1.ㄨㄣˊ\n2.ㄨㄣˋ,1.文字、文質\n彬彬\n2.文飾、文過,,,
1,1244,斐,ㄈㄟˇ,,,,
2,1245,斗,ㄉㄡˇ,漏斗、斗膽、\n北斗七星,,,
3,*1246,料,ㄌ｜ㄠˋ,,,,
4,1247,斜,1.ㄒ｜ㄝˊ\n2.｜ㄝˊ\n(限讀),1.傾斜、斜\n視、斜坡,2.限於「斜\n谷」一詞音\n｜ㄝˊ。,,
5,1248,斡,ㄨㄛˋ,,,,
6,*1249,斤,ㄐ｜ㄣ,,,,
7,*1250,斥,ㄔˋ,,,,
8,1251,斷,ㄉㄨㄢˋ,,,,
9,1252,方,ㄈㄤ,方法、方位、\n方才、方音、\n平方、比方、\n正方形、姓\n（如黃花岡\n七十二烈士\n之一的方聲\n洞）,,通「徬」時，\n音ㄆㄤˊ。,
10,1253,於,1.ㄩˊ\n2.ㄨ,1.於是、於\n今、於事無\n補、「不戚\n戚於貧賤。」\n（晉‧陶淵\n明‧五柳先\n生傳）\n2.於菟、於戲,,,
11,1254,斿,｜ㄡˊ,,,,
0,1255,施,1.ㄕ\n2.｜ˋ,1.施行、布\n施、施捨、\n姓（如元代\n有施耐庵）\n2.施於子\n孫、「施從\n良人之所\n之。」（孟\n子‧離婁下）,,,
1,1256,旁,ㄆㄤˊ,旁邊、身旁、\n旁門左道、提\n手旁、旁觀者,,通「傍」時，\n音ㄅㄤˋ。,
2,1257,旄,ㄇㄠˊ,旄頭、旄牛,,通「耄」、「眊」\n時，音\nㄇㄠˋ。,
3,1258,旎,ㄋ｜ˇ,,,,
4,1259,旋,1.ㄒㄩㄢˊ\n2.ㄒㄩㄢˋ,1.旋渦、凱旋\n2.旋風、「那\n莊客旋了一\n壺酒。」（水\n滸傳‧第五\n回）,,,
5,*1260,族,ㄗㄨˊ,,,,
6,1261,旖,｜ˇ,,,,
7,1262,旛,ㄈㄢ,,,,
8,1263,旝,ㄎㄨㄞˋ,,,,
9,1264,日,1.ㄖˋ\n2.ㄇ｜ˋ\n(限讀),1.日子、日\n月、生日、\n春日、日用\n品、日薄西\n山,2.限於「金日\n磾」一詞音\nㄇ｜ˋ。,,
10,*1265,旬,ㄒㄩㄣˊ,,,,
0,1266,旰,1.ㄍㄢˋ\n2.ㄏㄢˋ\n(限讀),1.旰食、「日\n旰，天子忘\n食。」（漢\n書‧張湯傳）,2.限於「旰\n旰」一詞音\nㄏㄢˋ。,,
1,1267,昔,ㄒ｜ˊ,,,,
2,1268,昆,1.ㄎㄨㄣ\n2.ㄏㄨㄣˊ\n(限讀),1.昆蟲、賢昆\n仲,2.限於「昆\n邪」一詞音\nㄏㄨㄣˊ。,,
3,*1269,昒,ㄏㄨ,,,,
4,1270,易,｜ˋ,,,,
5,*1271,昕,ㄒ｜ㄣ,,,,
6,*1272,昏,ㄏㄨㄣ,,,,
7,1273,昶,ㄔㄤˇ,,,,
8,*1274,春,ㄔㄨㄣ,,,,
9,*1275,昧,ㄇㄟˋ,,,,
10,*1276,昵,ㄋ｜ˋ,,,,
11,*1277,是,ㄕˋ,,,,
12,1278,昢,ㄆㄟˋ,,,,
13,1279,昳,1.ㄉ｜ㄝˊ\n2.｜ˋ,1.「諸客奔走\n市買，至日\n昳皆會。」\n（漢書‧原\n涉傳）\n2.「身體昳\n麗。」（戰\n國策‧齊策\n一）,,,
14,1280,昫,ㄒㄩˇ,,,,
15,1281,晏,｜ㄢˋ,,,,
16,1282,晅,ㄒㄩㄢ,,,,
0,1283,晃,1.ㄏㄨㄤˇ\n2.ㄏㄨㄤˋ,1.晃縣（湖南\n省縣名）、\n晃耀、亮晃\n晃\n2.搖晃、晃眼,,,
1,1284,晁,ㄔㄠˊ,姓（如宋代有\n晁補之）,,通「朝」時，\n音ㄓㄠ。,
2,1285,晟,ㄔㄥˊ,,,,
3,1286,晢,ㄓㄜˊ,,,,
4,1287,晥,ㄏㄨㄢˇ,,,,
5,*1288,晛,ㄒ｜ㄢˋ,,,,
6,1289,晙,ㄐㄩㄣˋ,,,,
7,1290,景,ㄐ｜ㄥˇ,景色、景泰\n藍、盆景、布\n景、景仰、景\n教,,通「影」時，\n音｜ㄥˇ。,
8,1291,晻,｜ㄢˇ,,,,
9,1292,暋,ㄇ｜ㄣˇ,,,,
10,1293,暈,1.ㄩㄣ\n2.ㄩㄣˋ,1.頭暈眼\n花、暈車、\n暈倒\n2.月暈、燈\n暈、酒暈、\n血暈,,,凡與頭昏有\n關，音ㄩㄣ。\nㄩㄣˋ只用\n作名詞。
11,1294,暇,ㄒ｜ㄚˊ,,,,
12,1295,暍,ㄏㄜˋ,,,,
13,1296,暖,1.ㄋㄨㄢˇ\n2.ㄒㄩㄢ\n(限讀),1.暖和、暖\n炕、溫暖、\n暖壽、暖酒,2.限於「暖\n姝」一詞音\nㄒㄩㄢ。,,
14,1297,暝,ㄇ｜ㄥˊ,,,,
15,1298,暫,ㄓㄢˋ,,,,
16,1299,暵,ㄏㄢˋ,,,,
0,1300,暴,1.ㄅㄠˋ\n2.ㄆㄨˋ,1.暴虐、暴\n躁、暴斃\n2.暴露、一暴\n十寒,,,
1,1301,曈,ㄊㄨㄥˊ,,,,
2,1302,曀,｜ˋ,,,,
3,1303,,ㄕㄚˋ,,,,
4,*1304,曏,ㄒ｜ㄤˋ,,,,
5,1305,曜,｜ㄠˋ,,,,
6,1306,曝,ㄆㄨˋ,,,,
7,1307,曳,｜ˋ,,,,
8,1308,曲,1.ㄑㄩ\n2.ㄑㄩˇ,1.彎曲、曲\n膝、歪曲、\n委曲求全、\n曲棍球、曲\n線、曲突徙\n薪\n2.歌曲、元\n曲、曲高和\n寡,,,
9,1309,更,1.ㄍㄥ\n2.ㄍㄥˋ,1.變更、更\n夫、三更半\n夜、少不更\n事\n2.自力更\n生、更好、\n更生人,,,
10,*1310,曷,ㄏㄜˊ,,,,
11,1311,曾,1.ㄗㄥ\n2.ㄘㄥˊ,1.曾孫、姓\n（如清代有\n曾國藩）\n2.曾經,,,
12,*1312,朁,ㄘㄢˇ,,,,
0,1313,會,1.ㄏㄨㄟˋ\n2.ㄎㄨㄞˋ\n3.ㄍㄨㄟˋ\n4.ㄏㄨㄟˇ\n(限讀),1.農會、都\n會、機會、\n領會\n2.會計、姓\n（如漢代有\n會栩）\n3.會稽（浙江\n省舊縣名）,4.限於「一會\n兒」、「多\n會兒」等詞\n音ㄏㄨㄟ\nˇ。,,
1,1314,有,1.｜ㄡˇ\n2.｜ㄡˋ,1.富有、有條\n有理、有\n效、應有盡\n有、有教無\n類、有目共\n睹\n2.「吾十有五\n而志於學。」\n（論語‧為\n政）,,,
2,1315,服,ㄈㄨˊ,,,,
3,1316,朏,ㄈㄟˇ,,,,
4,1317,朓,ㄊ｜ㄠˋ,,,,
5,1318,望,ㄨㄤˋ,,,,
6,1319,朝,1.ㄓㄠ\n2.ㄔㄠˊ,1.朝露、朝氣\n蓬勃、朝\n會、有朝一\n日\n2.朝代、朝\n廷、朝覲、\n朝聖,,,
0,1320,期,1.ㄑ｜ˊ\n2.ㄐ｜,1.日期、期\n限、期、\n期待\n2.期年、期\n服、「實維\n何期。」（詩\n經‧小雅‧\n頍弁）,,,
1,1321,,1.ㄉㄨㄣˇ\n2.ㄋ｜ㄝˋ,1.白（景德\n鎮瓷土）\n2.「，古文\n，木無\n頭。」（說\n文）,,,
2,*1322,朮,ㄓㄨˊ,,,,
3,*1323,朾,ㄊ｜ㄥ,,,,
4,1324,朴,1.ㄆㄛˋ\n2.ㄆㄨˊ\n3.ㄆ｜ㄠˊ,1.桑朴\n2.朴鄙、朴刀\n3.姓,,,
5,*1325,朹,ㄑ｜ㄡˊ,,,,
6,1326,机,ㄐ｜,,,,
7,1327,朱,ㄓㄨ,,,,
8,*1328,杆,ㄍㄢ,,,,
9,*1329,杅,ㄩˊ,,,,
10,*1330,杞,ㄑ｜ˇ,,,,
11,1331,杠,ㄍㄤ,杠橋、旗杠,,通「槓」時，\n音ㄍㄤˋ。,
12,1332,杝,｜ˊ,杝木,,通「舵」時，\n音ㄉㄨㄛˋ。,
13,*1333,杕,ㄉ｜ˋ,,,,
14,1334,杈,ㄔㄚ,,,,
15,1335,杓,1.ㄅ｜ㄠ\n2.ㄕㄠˊ,1.斗杓\n2.杓子,,,
0,1336,杉,ㄕㄢ,,,,
1,*1337,枓,ㄓㄨˇ,,,,
2,*1338,杭,ㄏㄤˊ,,,,
3,1339,枋,ㄈㄤ,,,,
4,1340,枕,1.ㄓㄣˇ\n2.ㄓㄣˋ,1.枕頭、枕\n木、枕骨、\n枕邊細語\n2.枕戈待\n旦、「曲肱\n而枕之。」\n（論語‧述\n而）,,,
5,*1341,杼,ㄓㄨˋ,,,,
6,*1342,枉,ㄨㄤˇ,,,,
7,1343,杬,ㄩㄢˊ,,,,
8,1344,杻,1.ㄋ｜ㄡˇ\n2.ㄔㄡˇ,1.杻樹\n2.「死罪校而\n加杻。」（唐\n書‧刑法志）,,,
9,1345,杷,ㄆㄚˊ,,,,
10,1346,枝,ㄓ,樹枝、枝節,,通「歧」時，\n音ㄑ｜ˊ。,
11,1347,枇,ㄆ｜ˊ,枇杷,,通「篦」、「笓」\n時，音\nㄅ｜ˋ。,
12,*1348,枒,｜ㄚˊ,,,,
13,*1349,枘,ㄖㄨㄟˋ,,,,
14,1350,杳,｜ㄠˇ,,,,
15,1351,杲,ㄍㄠˇ,,,,
16,*1352,果,ㄍㄨㄛˇ,,,,
0,1353,某,1.ㄇㄡˇ\n2.ㄇㄟˊ,1.某些事\n物、某人、\n某甲\n2.「梅」的本\n字,,,
1,1354,柁,ㄊㄨㄛˊ,房柁,,通「舵」時，\n音ㄉㄨㄛˋ。,
2,*1355,柱,ㄓㄨˋ,,,,
3,1356,柲,ㄅ｜ˋ,,,,
4,1357,枰,ㄆ｜ㄥˊ,,,,
5,*1358,柅,ㄋ｜ˇ,,,,
6,1359,柜,1.ㄐㄩˇ\n2.ㄍㄨㄟˋ,1.柜柳\n2.「櫃」的異\n體字,,,
7,1360,柯,ㄎㄜ,,,,
8,1361,柄,ㄅ｜ㄥˇ,,,,
9,1362,柑,ㄍㄢ,,,,
10,*1363,枷,ㄐ｜ㄚ,,,,
11,*1364,柤,ㄓㄚ,,,,
12,*1365,柙,ㄒ｜ㄚˊ,,,,
13,1366,柚,｜ㄡˋ,,,,
14,1367,枳,ㄓˇ,,,,
15,1368,柷,ㄓㄨˋ,,,,
16,*1369,柍,｜ㄤ,,,,
17,1370,柵,ㄓㄚˋ,,,,
18,1371,枹,ㄈㄨˊ,,,,
19,1372,柂,｜ˊ,「柂，椵柂。」\n（爾雅‧釋\n木）,,通「舵」時，\n音ㄉㄨㄛˋ。,
20,1373,柣,1.ㄓˊ\n2.ㄉ｜ㄝˊ,1.「柣謂之\n閥。」（爾\n雅‧釋宮）\n2.桔柣,,,
0,1374,柞,1.ㄗㄨㄛˋ\n2.ㄗㄜˊ,1.柞蠶\n2.「載芟載\n柞。」（詩\n經‧周頌‧\n載芟）,,,
1,1375,枸,1.ㄍㄡˇ\n2.ㄐㄩˇ\n3.ㄍㄡ,1.枸杞、枸骨\n2.枸櫞\n3.枸橘、「夫\n枸木必待檃\n括烝矯然後\n直。」（荀\n子‧性惡）,,,
2,1376,柏,ㄅㄛˊ,,,,
3,1377,柎,1.ㄈㄨ\n2.ㄈㄨˇ,1.「崇丘之山\n有木焉，圓\n葉而白柎。」\n（山海經‧\n西山經）\n2.鼓柎,,,
4,1378,柢,ㄉ｜ˇ,,,,
5,1379,查,1.ㄔㄚˊ\n2.ㄓㄚ,1.調查、檢查\n2.姓（如清代\n有查慎行）,,,
6,1380,柴,ㄔㄞˊ,木柴、柴魚、\n火柴、砍柴,,通「砦」時，\n音ㄓㄞˋ。,
7,1381,栔,ㄑ｜ˋ,,,,
8,*1382,栽,ㄗㄞ,,,,
9,*1383,栗,ㄌ｜ˋ,,,,
10,1384,校,1.ㄒ｜ㄠˋ\n2.ㄐ｜ㄠˋ,1.學校、上\n校、校慶、\n校長、校友\n2.校量、校\n稿、校閱,,,
11,1385,核,ㄏㄜˊ,,,,
0,1386,桋,｜ˊ,,,,
1,1387,栻,ㄕˋ,,,,
2,1388,桔,1.ㄐ｜ㄝˊ\n2.ㄐㄩˊ,1.桔梗、桔槔\n2.「橘」的異\n體字,,,
3,1389,栖,ㄒ｜,栖栖皇皇,,通「棲」時，\n音ㄑ｜。,
4,1390,栲,ㄎㄠˇ,,,,
5,1391,栵,ㄌ｜ˋ,,,,
6,1392,栯,1.ㄩˋ\n2.｜ㄡˇ,1.栯李\n2.栯木,,,
7,1393,栫,ㄐ｜ㄢˋ,,,,
8,*1394,栩,ㄒㄩˇ,,,,
9,1395,桄,1.ㄍㄨㄤ\n2.ㄍㄨㄤˋ,1.桄榔\n2.「拿一桄毛\n線來。」、\n「薛仁貴登\n門桄大呼以\n警宮內。」\n（資治通\n鑑‧唐高祖\n紀）,,,
10,*1396,桐,ㄊㄨㄥˊ,,,,
11,1397,栘,｜ˊ,,,,
12,*1398,桅,ㄨㄟˊ,,,,
13,*1399,栒,ㄒㄩㄣˊ,,,,
14,1400,栝,ㄍㄨㄚ,,,,
15,*1401,格,ㄍㄜˊ,,,,
16,1402,桁,1.ㄏㄥˊ\n2.ㄏㄤˊ,1.桁條\n2.桁楊、「燒\n朱雀桁。」\n（晉書）,,,
0,1403,梡,1.ㄎㄨㄢˇ\n2.ㄏㄨㄢˊ,1.「俎，有虞\n氏以梡。」\n（禮記‧明\n堂位）\n2.「斷木為\n棋，梡革為\n鞠，亦皆有\n法焉。」\n（漢‧揚\n雄‧法言‧\n吾子）,,,
1,*1404,梲,ㄓㄨㄛˊ,,,,
2,1405,桶,ㄊㄨㄥˇ,,,,
3,1406,梫,ㄑ｜ㄣ,,,,
4,1407,械,ㄒ｜ㄝˋ,,,,
5,1408,梂,ㄑ｜ㄡˊ,,,,
6,1409,梧,ㄨˊ,,,,
7,1410,梐,ㄅ｜ˋ,,,,
8,*1411,梵,ㄈㄢˋ,,,,
9,1412,梜,ㄐ｜ㄚˊ,,,,
10,*1413,梢,ㄕㄠ,,,,
11,*1414,桿,ㄍㄢˇ,,,,
12,1415,梩,ㄌ｜ˊ,,,,
13,1416,梬,｜ㄥˇ,,,,
14,1417,梱,ㄎㄨㄣˇ,,,,
15,1418,桯,ㄊ｜ㄥ,,,,
16,1419,桴,ㄈㄨˊ,,,,
17,*1420,梭,ㄙㄨㄛ,,,,
18,*1421,梏,ㄍㄨˋ,,,,
19,1422,梟,ㄒ｜ㄠ,,,,
20,1423,條,ㄊ｜ㄠˊ,,,,
21,1424,楖,ㄐ｜ˊ,,,,
0,1425,棸,ㄗㄡ,,,,
1,*1426,棘,ㄐ｜ˊ,,,,
2,*1427,棺,ㄍㄨㄢ,,,,
3,*1428,椌,ㄑ｜ㄤ,,,,
4,1429,棓,ㄆㄡˇ,,,,
5,*1430,椄,ㄐ｜ㄝ,,,,
6,*1431,棬,ㄑㄩㄢ,,,,
7,1432,棲,ㄑ｜,棲息、棲身之\n所、水陸兩\n棲、棲霞（山\n東省縣名）,,通「栖」時，\n音ㄒ｜。如：\n「棲棲皇皇」,
8,1433,棣,ㄉ｜ˋ,,,,
9,1434,椐,ㄐㄩ,,,,
10,*1435,棷,ㄗㄡ,,,,
11,*1436,椏,｜ㄚ,,,,
12,*1437,棱,ㄌㄥˊ,,,,
13,*1438,植,ㄓˊ,,,,
14,1439,棋,ㄑ｜ˊ,,,,
15,*1440,棧,ㄓㄢˋ,,,,
16,*1441,棽,ㄕㄣ,,,,
17,1442,棼,ㄈㄣˊ,,,,
18,1443,椅,｜ˇ,,,,
19,1444,棍,ㄍㄨㄣˋ,,,,
20,*1445,棵,ㄎㄜ,,,,
21,1446,棹,1.ㄓㄠˋ\n2.ㄓㄨㄛ,1.「桂棹兮蘭\n槳。」（宋‧\n蘇軾‧赤壁\n賦）,,2.通「桌」音\nㄓㄨㄛ。,
22,1447,棌,ㄘㄞˇ,,,,
0,1448,椎,ㄓㄨㄟ,脊椎骨、鐵\n椎、「鴻妻孟\n光，椎髻著布\n衣。」（後漢\n書‧梁鴻傳）,,,
1,1449,椑,1.ㄆ｜ˊ\n2.ㄅㄟ,1.美酒一椑\n2.椑,,,
2,1450,棯,ㄖㄣˇ,,,,
3,1451,棆,ㄌㄨㄣˊ,,,,
4,*1452,楎,ㄏㄨㄣˊ,,,,
5,1453,楄,ㄆ｜ㄢˊ,,,,
6,*1454,椸,｜ˊ,,,,
7,*1455,楢,｜ㄡˊ,,,,
8,1456,楗,ㄐ｜ㄢˋ,,,,
9,1457,楔,ㄒ｜ㄝ,,,,
10,*1458,椵,ㄐ｜ㄚˇ,,,,
11,1459,楅,ㄅ｜ˋ,,,,
12,1460,楮,ㄔㄨˇ,,,,
13,1461,椹,ㄓㄣ,,,,
14,*1462,楪,｜ㄝˋ,,,,
15,1463,楷,ㄎㄞˇ,,,,
16,1464,楂,ㄓㄚ,,,,
17,1465,楫,ㄐ｜ˊ,,,,
18,1466,楬,1.ㄐ｜ㄝˊ\n2.ㄑ｜ㄚˋ,1.楬豆、楬\n櫫、「若有\n死于道路\n者，則令埋\n而置楬焉。」\n（周禮‧秋\n官‧蜡氏）\n2.「鼓控楬\n壎篪。」（禮\n記‧樂記）,,,
0,1467,椳,ㄨㄟ,,,,
1,1468,楨,ㄓㄣ,,,,
2,1469,楛,1.ㄏㄨˋ\n2.ㄎㄨˇ,1.楛矢\n2.「問楛者勿\n告也。」（荀\n子‧勸學）,,,
3,1470,楞,ㄌㄥˊ,楞角、楞伽、\n一楞地,,通「愣」時，\n音ㄌㄥˋ。,
4,*1471,楥,ㄒㄩㄢˋ,,,,
5,1472,椽,ㄔㄨㄢˊ,,,,
6,1473,楀,ㄩˇ,,,,
7,1474,楩,ㄆ｜ㄢˊ,,,,
8,*1475,楯,ㄕㄨㄣˇ,,,,
9,*1476,業,｜ㄝˋ,農業、企業、\n職業、成家立\n業、業障、業\n冤,,,
10,1477,榮,ㄖㄨㄥˊ,,,,
11,,,ㄍㄨˇ,,,,
12,1479,榦,1.ㄍㄢˋ\n2.ㄏㄢˊ\n(限讀),1.枝榦、「八\n榦共成林。」\n（晉‧陶淵\n明‧讀山海\n經詩）,2.限於「井\n榦」一詞音\nㄏㄢˊ。,,
13,1480,榜,1.ㄅㄤˇ\n2.ㄅㄥˋ,1.標榜、放\n榜、落榜、\n榜樣、封神\n榜\n2.榜舟、榜人,,,
14,*1481,榠,ㄇ｜ㄥˊ,,,,
15,1482,榱,ㄘㄨㄟ,,,,
16,1483,榷,ㄑㄩㄝˋ,,,,
17,1484,槎,ㄔㄚˊ,,,,
0,1485,榙,ㄉㄚˊ,,,,
1,1486,榿,ㄑ｜,,,,
2,1487,槄,ㄊㄠ,,,,
3,1488,榽,ㄒ｜ˊ,,,,
4,*1489,槌,ㄔㄨㄟˊ,,,,
5,1490,槐,ㄏㄨㄞˊ,,,,
6,1491,槍,1.ㄑ｜ㄤ\n2.ㄔㄥ\n(限讀),1.手槍、老煙\n槍、標槍、\n槍林彈雨,2.限於「欃\n槍」一詞音\nㄔㄥ。,,
7,1492,槧,ㄑ｜ㄢˋ,,,,
8,*1493,槷,ㄋ｜ㄝˋ,,,,
9,1494,樀,1.ㄉ｜ˊ\n2.ㄓㄜˊ,1.樀樀\n2.「通俗文\n曰：磨床曰\n樀。」（太\n平御覽‧器\n物‧磨）,,,
10,1495,樣,｜ㄤˋ,,,,
11,1496,樗,ㄕㄨ,,,,
12,1497,槥,ㄏㄨㄟˋ,,,,
13,*1498,樁,ㄓㄨㄤ,,,,
14,1499,樞,ㄕㄨ,,,,
15,1500,標,ㄅ｜ㄠ,,,,
16,1501,槱,｜ㄡˇ,,,,
17,1502,樠,ㄇㄢˊ,,,,
18,1503,槭,ㄘㄨˋ,,,,ㄗㄨˊ併讀\n為ㄘㄨˋ，\n「蹙」戚，\n亦音ㄘㄨˋ。
19,1504,槾,ㄇㄢˊ,,,,
20,1505,模,ㄇㄛˊ,,,,
21,*1506,樊,ㄈㄢˊ,,,,
